Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/1st TC - Copy - Copy (9),Chrome 126.0.0.0,,,20-06-2024 14:52:44,20-06-2024 14:52:57,13.231s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,20-06-2024 14:52:44,20-06-2024 14:52:46,2.238s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,20-06-2024 14:52:46,20-06-2024 14:52:50,3.948s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,20-06-2024 14:52:50,20-06-2024 14:52:51,0.930s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,20-06-2024 14:52:51,20-06-2024 14:52:52,0.926s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,20-06-2024 14:52:52,20-06-2024 14:52:52,0.355s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,20-06-2024 14:52:52,20-06-2024 14:52:53,1.088s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 126.0.0.0,,,20-06-2024 14:52:53,20-06-2024 14:52:54,0.451s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_26""))",Chrome 126.0.0.0,,,20-06-2024 14:52:54,20-06-2024 14:52:54,0.512s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/form_Facility                              _20adf0""))",Chrome 126.0.0.0,,,20-06-2024 14:52:54,20-06-2024 14:52:55,0.575s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 126.0.0.0,,,20-06-2024 14:52:55,20-06-2024 14:52:55,0.310s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 126.0.0.0,,,20-06-2024 14:52:55,20-06-2024 14:52:56,0.657s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 126.0.0.0,,,20-06-2024 14:52:56,20-06-2024 14:52:57,0.811s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,20-06-2024 14:52:57,20-06-2024 14:52:57,0.389s,PASSED
